County,State,Commodity,Value
Jerome,ID,Eggplant,4.0
Jerome,ID,Garlic,4.0
Jerome,ID,Greens,4.0
Jerome,ID,Lettuce,12.0
Jerome,ID,Melons,12.0
Jerome,ID,Okra,4.0
Jerome,ID,Onions,4.0
Jerome,ID,Peas,4.0
Jerome,ID,Peppers,12.0
Jerome,ID,Potatoes,8539.0
Jerome,ID,Pumpkins,8.0
Jerome,ID,Radishes,4.0
Jerome,ID,Rhubarb,4.0
Jerome,ID,Spinach,4.0
Jerome,ID,Squash,12.0
Jerome,ID,Sweet corn,4.0
Jerome,ID,Tomatoes,10.0
Jerome,ID,Vegetable totals,25631.0
Jersey,IL,Asparagus,2.0
Jersey,IL,Beans,4.0
Jersey,IL,Beets,2.0
Jersey,IL,Broccoli,4.0
Jersey,IL,Brussels sprouts,2.0
Jersey,IL,Cabbage,4.0
Jersey,IL,Carrots,4.0
Jersey,IL,Cauliflower,2.0
Jersey,IL,Celery,2.0
Jersey,IL,Cucumbers,4.0
Jersey,IL,Eggplant,4.0
Jersey,IL,Garlic,2.0
Jersey,IL,Greens,10.0
Jersey,IL,Herbs,2.0
Jersey,IL,Lettuce,10.0
Jersey,IL,Melons,4.0
Jersey,IL,Okra,2.0
Jersey,IL,Onions,10.0
Jersey,IL,Peas,4.0
Jersey,IL,Peppers,10.0
Jersey,IL,Potatoes,4.0
Jersey,IL,Pumpkins,8.0
Jersey,IL,Radishes,4.0
Jersey,IL,Spinach,4.0
Jersey,IL,Squash,16.0
Jersey,IL,Sweet potatoes,8.0
Jersey,IL,Tomatoes,12.0
Jersey,IL,Turnips,6.0
Jersey,IL,Vegetable totals,67.0
Jersey,IL,"Vegetables, other",4.0
Jessamine,KY,Asparagus,22.0
Jessamine,KY,Beans,62.0
Jessamine,KY,Beets,8.0
Jessamine,KY,Broccoli,10.0
Jessamine,KY,Cabbage,14.0
Jessamine,KY,Cucumbers,26.0
Jessamine,KY,Eggplant,26.0
Jessamine,KY,Garlic,10.0
Jessamine,KY,Greens,8.0
Jessamine,KY,Herbs,8.0
Jessamine,KY,Lettuce,26.0
Jessamine,KY,Melons,52.0
Jessamine,KY,Okra,26.0
Jessamine,KY,Onions,24.0
Jessamine,KY,Peppers,90.0
Jessamine,KY,Potatoes,43.0
Jessamine,KY,Pumpkins,21.0
Jessamine,KY,Radishes,4.0
Jessamine,KY,Rhubarb,2.0
Jessamine,KY,Squash,186.0
Jessamine,KY,Sweet corn,13.0
Jessamine,KY,Sweet potatoes,14.0
Jessamine,KY,Tomatoes,60.0
Jessamine,KY,Turnips,6.0
Jessamine,KY,Vegetable totals,117415.0
Jessamine,KY,"Vegetables, other",4.0
Jim wells,TX,Melons,16.0
Jim wells,TX,Peas,6.0
Jim wells,TX,Peppers,8.0
Jim wells,TX,Sweet corn,4.0
Jim wells,TX,Tomatoes,4.0
Jim wells,TX,Vegetable totals,62.0
Jo daviess,IL,Asparagus,2.0
Jo daviess,IL,Beans,4.0
Jo daviess,IL,Beets,2.0
Jo daviess,IL,Broccoli,4.0
Jo daviess,IL,Brussels sprouts,2.0
Jo daviess,IL,Cabbage,2.0
Jo daviess,IL,Carrots,4.0
Jo daviess,IL,Cucumbers,10.0
Jo daviess,IL,Eggplant,6.0
Jo daviess,IL,Garlic,16.0
Jo daviess,IL,Greens,2.0
Jo daviess,IL,Herbs,2.0
Jo daviess,IL,Lettuce,8.0
Jo daviess,IL,Melons,14.0
Jo daviess,IL,Onions,6.0
Jo daviess,IL,Parsley,2.0
Jo daviess,IL,Peas,2.0
Jo daviess,IL,Peppers,16.0
Jo daviess,IL,Potatoes,8.0
Jo daviess,IL,Pumpkins,4.0
Jo daviess,IL,Radishes,2.0
Jo daviess,IL,Rhubarb,2.0
Jo daviess,IL,Spinach,2.0
Jo daviess,IL,Squash,38.0
Jo daviess,IL,Sweet corn,7.0
Jo daviess,IL,Tomatoes,22.0
Jo daviess,IL,Turnips,2.0
Jo daviess,IL,Vegetable totals,675277.0
Jo daviess,IL,"Vegetables, other",2.0
Johnson,AR,Beans,2.0
Johnson,AR,Cucumbers,2.0
Johnson,AR,Lettuce,4.0
Johnson,AR,Okra,2.0
Johnson,AR,Peppers,2.0
Johnson,AR,Pumpkins,6.0
Johnson,AR,Squash,4.0
Johnson,AR,Tomatoes,4.0
Johnson,AR,Vegetable totals,40074.0
Johnson,AR,"Vegetables, other",12.0
Johnson,GA,Beans,2.0
Johnson,GA,Greens,6.0
Johnson,GA,Lettuce,4.0
Johnson,GA,Melons,14.0
Johnson,GA,Okra,2.0
Johnson,GA,Peas,2.0
Johnson,GA,Potatoes,2.0
Johnson,GA,Squash,4.0
Johnson,GA,Sweet corn,2.0
Johnson,GA,Turnips,14.0
Johnson,GA,Vegetable totals,46.0
Johnson,IL,Beans,2.0
Johnson,IL,Cabbage,2.0
Johnson,IL,Cucumbers,2.0
Johnson,IL,Eggplant,2.0
Johnson,IL,Lettuce,4.0
Johnson,IL,Melons,2.0
Johnson,IL,Onions,2.0
Johnson,IL,Peppers,2.0
Johnson,IL,Tomatoes,8.0
Johnson,IL,Vegetable totals,32.0
Johnson,IL,"Vegetables, other",3.0
Johnson,IN,Beans,18.0
Johnson,IN,Beets,2.0
Johnson,IN,Broccoli,2.0
Johnson,IN,Cabbage,6.0
Johnson,IN,Cucumbers,12.0
Johnson,IN,Garlic,8.0
Johnson,IN,Greens,2.0
Johnson,IN,Lettuce,6.0
Johnson,IN,Melons,4.0
Johnson,IN,Okra,2.0
Johnson,IN,Onions,4.0
Johnson,IN,Peppers,8.0
Johnson,IN,Potatoes,4.0
Johnson,IN,Pumpkins,6.0
Johnson,IN,Squash,16.0
Johnson,IN,Sweet corn,22.0
Johnson,IN,Sweet potatoes,4.0
Johnson,IN,Tomatoes,30.0
Johnson,IN,Turnips,2.0
Johnson,IN,Vegetable totals,151174.0
Johnson,IA,Asparagus,4.0
Johnson,IA,Beans,8.0
Johnson,IA,Beets,4.0
Johnson,IA,Broccoli,4.0
Johnson,IA,Brussels sprouts,2.0
Johnson,IA,Cabbage,48.0
Johnson,IA,Carrots,4.0
Johnson,IA,Cucumbers,38.0
Johnson,IA,Daikon,2.0
Johnson,IA,Eggplant,2.0
Johnson,IA,Escarole & endive,2.0
Johnson,IA,Garlic,10.0
Johnson,IA,Greens,18.0
Johnson,IA,Herbs,4.0
Johnson,IA,Horseradish,2.0
Johnson,IA,Lettuce,8.0
Johnson,IA,Melons,58.0
Johnson,IA,Onions,56.0
Johnson,IA,Peppers,42.0
Johnson,IA,Pumpkins,102.0
Johnson,IA,Radishes,16.0
Johnson,IA,Rhubarb,12.0
Johnson,IA,Squash,172.0
Johnson,IA,Sweet corn,86.0
Johnson,IA,Sweet potatoes,4.0
Johnson,IA,Tomatoes,32.0
Johnson,IA,Turnips,16.0
Johnson,IA,Vegetable totals,974845.0
Johnson,IA,"Vegetables, other",20.0
Johnson,KS,Asparagus,6.0
Johnson,KS,Beans,14.0
Johnson,KS,Beets,2.0
Johnson,KS,Cabbage,2.0
Johnson,KS,Cucumbers,6.0
Johnson,KS,Eggplant,8.0
Johnson,KS,Greens,20.0
Johnson,KS,Lettuce,20.0
Johnson,KS,Melons,38.0
Johnson,KS,Okra,8.0
Johnson,KS,Onions,8.0
Johnson,KS,Peas,8.0
Johnson,KS,Peppers,18.0
Johnson,KS,Potatoes,4.0
Johnson,KS,Pumpkins,6.0
Johnson,KS,Radishes,2.0
Johnson,KS,Spinach,14.0
Johnson,KS,Squash,58.0
Johnson,KS,Sweet corn,22.0
Johnson,KS,Sweet potatoes,22.0
Johnson,KS,Tomatoes,44.0
Johnson,KS,Vegetable totals,334274.0
Johnson,KS,"Vegetables, other",2.0
Johnson,KY,Beans,29.0
Johnson,KY,Cabbage,20.0
Johnson,KY,Cucumbers,8.0
Johnson,KY,Lettuce,8.0
Johnson,KY,Onions,18.0
Johnson,KY,Peppers,10.0
Johnson,KY,Potatoes,4.0
Johnson,KY,Pumpkins,28.0
Johnson,KY,Squash,8.0
Johnson,KY,Sweet corn,33.0
Johnson,KY,Tomatoes,23.0
Johnson,KY,Vegetable totals,22221.0
Johnson,MO,Artichokes,2.0
Johnson,MO,Asparagus,4.0
Johnson,MO,Beans,51.0
Johnson,MO,Beets,24.0
Johnson,MO,Broccoli,26.0
Johnson,MO,Cabbage,12.0
Johnson,MO,Carrots,8.0
Johnson,MO,Cauliflower,2.0
Johnson,MO,Cucumbers,34.0
Johnson,MO,Garlic,16.0
Johnson,MO,Herbs,8.0
Johnson,MO,Lettuce,32.0
Johnson,MO,Melons,78.0
Johnson,MO,Onions,28.0
Johnson,MO,Parsley,2.0
Johnson,MO,Peas,4.0
Johnson,MO,Peppers,48.0
Johnson,MO,Potatoes,26.0
Johnson,MO,Pumpkins,27.0
Johnson,MO,Radishes,4.0
Johnson,MO,Spinach,22.0
Johnson,MO,Squash,36.0
Johnson,MO,Sweet corn,48.0
Johnson,MO,Sweet potatoes,12.0
Johnson,MO,Tomatoes,71.0
Johnson,MO,Vegetable totals,422521.0
Johnson,MO,"Vegetables, other",2.0
Johnson,NE,Asparagus,4.0
Johnson,NE,Beans,4.0
Johnson,NE,Beets,4.0
Johnson,NE,Carrots,4.0
Johnson,NE,Cucumbers,4.0
Johnson,NE,Peppers,8.0
Johnson,NE,Tomatoes,4.0
Johnson,NE,Vegetable totals,10.0
Johnson,TN,Asparagus,2.0
Johnson,TN,Beans,33.0
Johnson,TN,Broccoli,4.0
Johnson,TN,Brussels sprouts,2.0
Johnson,TN,Cabbage,8.0
Johnson,TN,Carrots,20.0
Johnson,TN,Celery,12.0
Johnson,TN,Cucumbers,20.0
Johnson,TN,Eggplant,12.0
Johnson,TN,Greens,18.0
Johnson,TN,Horseradish,2.0
Johnson,TN,Lettuce,40.0
Johnson,TN,Melons,2.0
Johnson,TN,Okra,2.0
Johnson,TN,Onions,2.0
Johnson,TN,Peas,2.0
Johnson,TN,Peppers,4.0
Johnson,TN,Potatoes,45.0
Johnson,TN,Pumpkins,4.0
Johnson,TN,Spinach,4.0
Johnson,TN,Squash,14.0
Johnson,TN,Sweet corn,20.0
Johnson,TN,Sweet potatoes,2.0
Johnson,TN,Tomatoes,34.0
Johnson,TN,Vegetable totals,97245.0
Johnson,TN,"Vegetables, other",2.0
Johnson,TX,Beans,14.0
Johnson,TX,Beets,4.0
Johnson,TX,Broccoli,4.0
Johnson,TX,Cucumbers,20.0
Johnson,TX,Eggplant,4.0
Johnson,TX,Garlic,6.0
Johnson,TX,Greens,8.0
Johnson,TX,Lettuce,18.0
Johnson,TX,Melons,96.0
Johnson,TX,Okra,23.0
Johnson,TX,Onions,34.0
Johnson,TX,Peas,20.0
Johnson,TX,Peppers,28.0
Johnson,TX,Radishes,12.0
Johnson,TX,Spinach,4.0
Johnson,TX,Squash,62.0
Johnson,TX,Sweet corn,2.0
Johnson,TX,Tomatoes,20.0
Johnson,TX,Turnips,4.0
Johnson,TX,Vegetable totals,255223.0
Johnston,NC,Asparagus,2.0
Johnston,NC,Beans,115.0
Johnston,NC,Beets,24.0
Johnston,NC,Broccoli,30.0
Johnston,NC,Brussels sprouts,16.0
Johnston,NC,Cabbage,62.0
Johnston,NC,Carrots,20.0
Johnston,NC,Cucumbers,122.0
Johnston,NC,Eggplant,12.0
Johnston,NC,Garlic,4.0
Johnston,NC,Greens,242.0
Johnston,NC,Herbs,4.0
Johnston,NC,Lettuce,32.0
Johnston,NC,Melons,560.0
Johnston,NC,Okra,92.0
Johnston,NC,Onions,30.0
Johnston,NC,Parsley,4.0
Johnston,NC,Peas,132.0
Johnston,NC,Peppers,54.0
Johnston,NC,Potatoes,602.0
Johnston,NC,Pumpkins,158.0
Johnston,NC,Radishes,8.0
Johnston,NC,Spinach,8.0
Johnston,NC,Squash,446.0
Johnston,NC,Sweet corn,494.0
Johnston,NC,Sweet potatoes,29916.0
Johnston,NC,Tomatoes,108.0
Johnston,NC,Turnips,26.0
Johnston,NC,Vegetable totals,50409744.0
Johnston,NC,"Vegetables, other",32.0
Johnston,OK,Beets,6.0
Johnston,OK,Broccoli,6.0
Johnston,OK,Carrots,6.0
Johnston,OK,Cucumbers,6.0
Johnston,OK,Greens,6.0
Johnston,OK,Melons,10.0
Johnston,OK,Okra,6.0
Johnston,OK,Onions,6.0
Johnston,OK,Peppers,6.0
Johnston,OK,Radishes,6.0
Johnston,OK,Sweet potatoes,6.0
Johnston,OK,Tomatoes,6.0
Johnston,OK,Turnips,2.0
Johnston,OK,Vegetable totals,63.0
Johnston,OK,"Vegetables, other",2.0
Jones,GA,Beans,14.0
Jones,GA,Broccoli,2.0
Jones,GA,Carrots,4.0
Jones,GA,Cucumbers,8.0
Jones,GA,Daikon,2.0
Jones,GA,Eggplant,2.0
Jones,GA,Garlic,4.0
Jones,GA,Greens,6.0
Jones,GA,Herbs,4.0
Jones,GA,Okra,4.0
Jones,GA,Onions,4.0
Jones,GA,Peas,4.0
Jones,GA,Peppers,4.0
Jones,GA,Potatoes,6.0
Jones,GA,Squash,4.0
Jones,GA,Sweet corn,4.0
Jones,GA,Sweet potatoes,2.0
Jones,GA,Tomatoes,4.0
Jones,GA,Vegetable totals,70072.0
Jones,GA,"Vegetables, other",2.0
Jones,IA,Beans,2.0
Jones,IA,Beets,8.0
Jones,IA,Carrots,2.0
Jones,IA,Cucumbers,2.0
Jones,IA,Daikon,2.0
Jones,IA,Herbs,2.0
Jones,IA,Lettuce,4.0
Jones,IA,Melons,6.0
Jones,IA,Onions,6.0
Jones,IA,Peas,4.0
Jones,IA,Peppers,14.0
Jones,IA,Potatoes,8.0
Jones,IA,Pumpkins,28.0
Jones,IA,Radishes,2.0
Jones,IA,Squash,48.0
Jones,IA,Sweet corn,18.0
Jones,IA,Sweet potatoes,4.0
Jones,IA,Tomatoes,22.0
Jones,IA,Turnips,6.0
Jones,IA,Vegetable totals,77149.0
Jones,IA,"Vegetables, other",4.0
Jones,MS,Beans,24.0
Jones,MS,Broccoli,4.0
Jones,MS,Brussels sprouts,2.0
Jones,MS,Cabbage,4.0
Jones,MS,Cauliflower,2.0
Jones,MS,Cucumbers,6.0
Jones,MS,Eggplant,8.0
Jones,MS,Greens,64.0
Jones,MS,Melons,4.0
Jones,MS,Okra,19.0
Jones,MS,Peas,76.0
Jones,MS,Peppers,20.0
Jones,MS,Potatoes,12.0
Jones,MS,Pumpkins,2.0
Jones,MS,Squash,56.0
Jones,MS,Sweet corn,41.0
Jones,MS,Tomatoes,27.0
Jones,MS,Turnips,8.0
Jones,MS,Vegetable totals,289641.0
Jones,NC,Beans,14.0
Jones,NC,Cabbage,4.0
Jones,NC,Cucumbers,48.0
Jones,NC,Greens,8.0
Jones,NC,Melons,42.0
Jones,NC,Okra,4.0
Jones,NC,Peas,10.0
Jones,NC,Peppers,14.0
Jones,NC,Potatoes,10.0
Jones,NC,Squash,32.0
Jones,NC,Sweet corn,46.0
Jones,NC,Sweet potatoes,6.0
Jones,NC,Tomatoes,4.0
Jones,NC,Vegetable totals,155447.0
Jones,NC,"Vegetables, other",2.0
Jones,TX,Cucumbers,2.0
Jones,TX,Melons,8.0
Jones,TX,Okra,4.0
Jones,TX,Onions,2.0
Jones,TX,Peppers,4.0
Jones,TX,Squash,8.0
Jones,TX,Tomatoes,2.0
Jones,TX,Vegetable totals,98081.0
Josephine,OR,Artichokes,2.0
Josephine,OR,Asparagus,18.0
Josephine,OR,Beans,18.0
Josephine,OR,Beets,8.0
Josephine,OR,Broccoli,8.0
Josephine,OR,Cabbage,10.0
Josephine,OR,Carrots,30.0
Josephine,OR,Cauliflower,6.0
Josephine,OR,Cucumbers,26.0
Josephine,OR,Daikon,2.0
Josephine,OR,Eggplant,14.0
Josephine,OR,Garlic,38.0
Josephine,OR,Greens,32.0
Josephine,OR,Herbs,14.0
Josephine,OR,Horseradish,8.0
Josephine,OR,Lettuce,76.0
Josephine,OR,Melons,66.0
Josephine,OR,Onions,24.0
Josephine,OR,Parsley,2.0
Josephine,OR,Peas,18.0
Josephine,OR,Peppers,42.0
Josephine,OR,Potatoes,4.0
Josephine,OR,Pumpkins,14.0
Josephine,OR,Radishes,2.0
Josephine,OR,Rhubarb,2.0
Josephine,OR,Spinach,2.0
Josephine,OR,Squash,110.0
Josephine,OR,Sweet corn,26.0
Josephine,OR,Tomatoes,51.0
Josephine,OR,Vegetable totals,1017784.0
Josephine,OR,"Vegetables, other",8.0
Juab,UT,Melons,8.0
Juab,UT,Sweet corn,3.0
Juab,UT,Vegetable totals,21.0
Juneau,AK,Beans,4.0
Juneau,AK,Beets,4.0
Juneau,AK,Broccoli,2.0
Juneau,AK,Cabbage,6.0
Juneau,AK,Carrots,10.0
Juneau,AK,Cauliflower,2.0
Juneau,AK,Cucumbers,8.0
Juneau,AK,Garlic,9.0
Juneau,AK,Greens,10.0
Juneau,AK,Lettuce,12.0
Juneau,AK,Onions,2.0
Juneau,AK,Peas,6.0
Juneau,AK,Potatoes,16.0
Juneau,AK,Radishes,2.0
Juneau,AK,Spinach,2.0
Juneau,AK,Squash,8.0
Juneau,AK,Tomatoes,2.0
Juneau,AK,Vegetable totals,92.0
Juneau,AK,"Vegetables, other",10.0
Juneau,WI,Asparagus,34.0
Juneau,WI,Beans,16.0
Juneau,WI,Beets,10.0
Juneau,WI,Broccoli,4.0
Juneau,WI,Cabbage,16.0
Juneau,WI,Carrots,8.0
Juneau,WI,Cucumbers,15.0
Juneau,WI,Garlic,2.0
Juneau,WI,Greens,4.0
Juneau,WI,Herbs,8.0
Juneau,WI,Lettuce,18.0
Juneau,WI,Melons,8.0
Juneau,WI,Onions,18.0
Juneau,WI,Peas,4.0
Juneau,WI,Peppers,16.0
Juneau,WI,Potatoes,9.0
Juneau,WI,Pumpkins,4.0
Juneau,WI,Rhubarb,8.0
Juneau,WI,Squash,14.0
Juneau,WI,Sweet corn,6.0
Juneau,WI,Sweet potatoes,2.0
Juneau,WI,Tomatoes,16.0
Juneau,WI,Vegetable totals,163.0
Juniata,PA,Asparagus,42.0
Juniata,PA,Beans,44.0
Juniata,PA,Beets,28.0
Juniata,PA,Broccoli,32.0
Juniata,PA,Cabbage,56.0
Juniata,PA,Carrots,24.0
Juniata,PA,Cauliflower,28.0
Juniata,PA,Celery,2.0
Juniata,PA,Chicory,14.0
Juniata,PA,Cucumbers,28.0
Juniata,PA,Eggplant,32.0
Juniata,PA,Escarole & endive,28.0
Juniata,PA,Garlic,2.0
Juniata,PA,Greens,28.0
Juniata,PA,Herbs,28.0
Juniata,PA,Lettuce,150.0
Juniata,PA,Melons,32.0
Juniata,PA,Onions,32.0
Juniata,PA,Peas,4.0
Juniata,PA,Peppers,86.0
Juniata,PA,Potatoes,84.0
Juniata,PA,Pumpkins,72.0
Juniata,PA,Radishes,2.0
Juniata,PA,Squash,140.0
Juniata,PA,Sweet corn,131.0
Juniata,PA,Sweet potatoes,50.0
Juniata,PA,Tomatoes,56.0
Juniata,PA,Vegetable totals,2228900.0
Juniata,PA,"Vegetables, other",128.0
Kalamazoo,MI,Asparagus,45.0
Kalamazoo,MI,Beans,1276.0
Kalamazoo,MI,Beets,4.0
Kalamazoo,MI,Broccoli,20.0
Kalamazoo,MI,Brussels sprouts,4.0
Kalamazoo,MI,Cabbage,4.0
Kalamazoo,MI,Carrots,2.0
Kalamazoo,MI,Cauliflower,2.0
Kalamazoo,MI,Cucumbers,14.0
Kalamazoo,MI,Eggplant,4.0
Kalamazoo,MI,Garlic,8.0
Kalamazoo,MI,Ginger root,2.0
Kalamazoo,MI,Greens,22.0
Kalamazoo,MI,Herbs,10.0
Kalamazoo,MI,Horseradish,4.0
Kalamazoo,MI,Lettuce,20.0
Kalamazoo,MI,Melons,14.0
Kalamazoo,MI,Okra,4.0
Kalamazoo,MI,Onions,8.0
Kalamazoo,MI,Parsley,6.0
Kalamazoo,MI,Peas,2.0
Kalamazoo,MI,Peppers,30.0
Kalamazoo,MI,Potatoes,20.0
Kalamazoo,MI,Pumpkins,36.0
Kalamazoo,MI,Radishes,4.0
Kalamazoo,MI,Rhubarb,8.0
Kalamazoo,MI,Spinach,6.0
Kalamazoo,MI,Squash,94.0
Kalamazoo,MI,Sweet corn,80.0
Kalamazoo,MI,Tomatoes,68.0
Kalamazoo,MI,Turnips,4.0
Kalamazoo,MI,Vegetable totals,1830218.0
Kalamazoo,MI,"Vegetables, other",2.0
Kalkaska,MI,Asparagus,4.0
Kalkaska,MI,Beans,22.0
Kalkaska,MI,Beets,4.0
Kalkaska,MI,Broccoli,10.0
Kalkaska,MI,Cabbage,10.0
Kalkaska,MI,Carrots,16.0
Kalkaska,MI,Cucumbers,14.0
Kalkaska,MI,Garlic,4.0
Kalkaska,MI,Greens,12.0
Kalkaska,MI,Herbs,4.0
Kalkaska,MI,Lettuce,20.0
Kalkaska,MI,Melons,22.0
Kalkaska,MI,Onions,8.0
Kalkaska,MI,Parsley,4.0
Kalkaska,MI,Peas,4.0
Kalkaska,MI,Peppers,12.0
Kalkaska,MI,Potatoes,2630.0
Kalkaska,MI,Pumpkins,20.0
Kalkaska,MI,Radishes,4.0
Kalkaska,MI,Rhubarb,6.0
Kalkaska,MI,Spinach,4.0
Kalkaska,MI,Squash,42.0
Kalkaska,MI,Sweet corn,20.0
Kalkaska,MI,Tomatoes,16.0
Kalkaska,MI,Turnips,4.0
Kalkaska,MI,Vegetable totals,5506745.0
Kanabec,MN,Beans,14.0
Kanabec,MN,Beets,4.0
Kanabec,MN,Broccoli,12.0
Kanabec,MN,Cabbage,24.0
Kanabec,MN,Carrots,4.0
Kanabec,MN,Cauliflower,4.0
Kanabec,MN,Celery,4.0
Kanabec,MN,Cucumbers,10.0
Kanabec,MN,Eggplant,8.0
Kanabec,MN,Garlic,4.0
Kanabec,MN,Greens,16.0
Kanabec,MN,Herbs,4.0
Kanabec,MN,Lettuce,22.0
Kanabec,MN,Melons,6.0
Kanabec,MN,Onions,14.0
Kanabec,MN,Parsley,4.0
Kanabec,MN,Peas,24.0
Kanabec,MN,Peppers,28.0
Kanabec,MN,Potatoes,34.0
Kanabec,MN,Pumpkins,4.0
Kanabec,MN,Radishes,4.0
Kanabec,MN,Spinach,4.0
Kanabec,MN,Squash,128.0
Kanabec,MN,Sweet corn,42.0
Kanabec,MN,Sweet potatoes,2.0
Kanabec,MN,Tomatoes,30.0
Kanabec,MN,Turnips,4.0
Kanabec,MN,Vegetable totals,224288.0
Kanabec,MN,"Vegetables, other",4.0
Kanawha,WV,Beans,34.0
Kanawha,WV,Broccoli,2.0
Kanawha,WV,Cabbage,2.0
Kanawha,WV,Cucumbers,8.0
Kanawha,WV,Greens,2.0
Kanawha,WV,Melons,12.0
Kanawha,WV,Onions,2.0
Kanawha,WV,Peppers,10.0
Kanawha,WV,Potatoes,8.0
Kanawha,WV,Sweet corn,4.0
Kanawha,WV,Tomatoes,16.0
Kanawha,WV,Vegetable totals,64098.0
Kandiyohi,MN,Beans,2.0
Kandiyohi,MN,Cabbage,2.0
Kandiyohi,MN,Cucumbers,8.0
Kandiyohi,MN,Melons,8.0
Kandiyohi,MN,Peas,3566.0
Kandiyohi,MN,Peppers,8.0
Kandiyohi,MN,Potatoes,10.0
Kandiyohi,MN,Pumpkins,8.0
Kandiyohi,MN,Squash,10.0
Kandiyohi,MN,Sweet corn,5887.0
Kandiyohi,MN,Tomatoes,10.0
Kandiyohi,MN,Vegetable totals,10379192.0
Kandiyohi,MN,Watercress,2.0
Kane,IL,Asparagus,9.0
Kane,IL,Beans,54.0
Kane,IL,Beets,37.0
Kane,IL,Broccoli,21.0
Kane,IL,Brussels sprouts,12.0
Kane,IL,Cabbage,54.0
Kane,IL,Carrots,27.0
Kane,IL,Cauliflower,18.0
Kane,IL,Celery,6.0
Kane,IL,Cucumbers,47.0
Kane,IL,Daikon,5.0
Kane,IL,Eggplant,30.0
Kane,IL,Garlic,35.0
Kane,IL,Greens,18.0
Kane,IL,Herbs,12.0
Kane,IL,Lettuce,66.0
Kane,IL,Melons,20.0
Kane,IL,Okra,3.0
Kane,IL,Onions,35.0
Kane,IL,Peas,7.0
Kane,IL,Peppers,116.0
Kane,IL,Potatoes,23.0
Kane,IL,Pumpkins,190.0
Kane,IL,Radishes,15.0
Kane,IL,Rhubarb,4.0
Kane,IL,Spinach,10.0
Kane,IL,Squash,211.0
Kane,IL,Sweet corn,425.0
Kane,IL,Sweet potatoes,10.0
Kane,IL,Tomatoes,76.0
Kane,IL,Turnips,8.0
Kane,IL,Vegetable totals,3769434.0
Kane,IL,"Vegetables, other",4.0
Kane,UT,Beans,4.0
Kane,UT,Cabbage,4.0
Kane,UT,Greens,4.0
Kane,UT,Lettuce,8.0
Kane,UT,Onions,4.0
Kane,UT,Peas,4.0
Kane,UT,Pumpkins,4.0
Kane,UT,Rhubarb,4.0
Kane,UT,Squash,16.0
Kane,UT,Sweet corn,14.0
Kane,UT,Tomatoes,10.0
Kane,UT,Vegetable totals,21072.0
Kankakee,IL,Asparagus,4.0
Kankakee,IL,Beans,64.0
Kankakee,IL,Beets,18.0
Kankakee,IL,Brussels sprouts,12.0
Kankakee,IL,Cabbage,214.0
Kankakee,IL,Carrots,4.0
Kankakee,IL,Cauliflower,8.0
Kankakee,IL,Celery,12.0
Kankakee,IL,Cucumbers,56.0
Kankakee,IL,Eggplant,24.0
Kankakee,IL,Garlic,14.0
Kankakee,IL,Greens,102.0
Kankakee,IL,Herbs,26.0
Kankakee,IL,Lettuce,24.0
Kankakee,IL,Melons,370.0
Kankakee,IL,Okra,32.0
Kankakee,IL,Onions,48.0
Kankakee,IL,Peas,4.0
Kankakee,IL,Peppers,117.0
Kankakee,IL,Potatoes,33.0
Kankakee,IL,Pumpkins,254.0
Kankakee,IL,Radishes,6.0
Kankakee,IL,Spinach,12.0
Kankakee,IL,Squash,43.0
Kankakee,IL,Sweet corn,690.0
Kankakee,IL,Sweet potatoes,12.0
Kankakee,IL,Tomatoes,58.0
Kankakee,IL,Turnips,10.0
Kankakee,IL,Vegetable totals,12435334.0
Kankakee,IL,"Vegetables, other",6.0
Karnes,TX,Melons,2.0
Karnes,TX,Vegetable totals,5.0
Kauai,HI,Asparagus,2.0
Kauai,HI,Beans,52.0
Kauai,HI,Beets,32.0
Kauai,HI,Broccoli,10.0
Kauai,HI,Cabbage,62.0
Kauai,HI,Carrots,46.0
Kauai,HI,Celery,12.0
Kauai,HI,Cucumbers,12.0
Kauai,HI,Daikon,54.0
Kauai,HI,Eggplant,79.0
Kauai,HI,Ginger root,54.0
Kauai,HI,Greens,46.0
Kauai,HI,Herbs,34.0
Kauai,HI,Lettuce,290.0
Kauai,HI,Melons,4.0
Kauai,HI,Okra,34.0
Kauai,HI,Onions,63.0
Kauai,HI,Parsley,14.0
Kauai,HI,Peppers,34.0
Kauai,HI,Potatoes,4.0
Kauai,HI,Pumpkins,22.0
Kauai,HI,Radishes,2.0
Kauai,HI,Spinach,14.0
Kauai,HI,Squash,34.0
Kauai,HI,Sweet corn,22.0
Kauai,HI,Tomatoes,38.0
Kauai,HI,Turnips,12.0
Kauai,HI,Vegetable totals,1936.0
Kauai,HI,"Vegetables, other",106.0
Kauai,HI,Watercress,2.0
Kaufman,TX,Asparagus,2.0
Kaufman,TX,Beans,8.0
Kaufman,TX,Broccoli,10.0
Kaufman,TX,Cucumbers,12.0
Kaufman,TX,Eggplant,4.0
Kaufman,TX,Greens,43.0
Kaufman,TX,Herbs,10.0
Kaufman,TX,Lettuce,18.0
Kaufman,TX,Melons,6.0
Kaufman,TX,Okra,10.0
Kaufman,TX,Onions,4.0
Kaufman,TX,Peas,17.0
Kaufman,TX,Peppers,4.0
Kaufman,TX,Potatoes,8.0
Kaufman,TX,Pumpkins,2.0
Kaufman,TX,Squash,28.0
